156493	8182159	27.6748
1110199	3838638	24.5933
130510	8612903	24.6821
1063750	4337526	21.2363
489204	4586570	19.5053
1133167	4498474	26.7828
168216	3830857	29.1845
1037798	3620986	26.1985
264014	4834547	27.3479
527433	8617271	27.1862
915593	3538160	26.0744
573724	6776717	28.6118
962179	5653659	28.5388
148538	231455	23.3207
359349	3223833	25.5097
1117099	6122722	22.674
1121402	8052624	26.8637
1115776	8106321	21.8794
1112341	8139258	23.0648
104861	1046339	23.2185
451602	5179251	22.1691
207786	8273754	26.1091
833860	6230227	25.089
1114819	8022280	25.1041
183378	1289497	20.741
131843	8305152	23.4006
1124210	546158	20.6358
1106007	2960563	24.8929
87181	8332546	26.9311
490595	4842889	22.9963
1103812	8220085	25.336
87452	8819116	22.2601
1121709	8049583	26.877
855410	8651771	18.928
1114646	8117090	23.1349
443396	8536118	21.8553
405717	8433854	31.1588
182539	57443	26.3868
47923	4297620	23.6238
1129237	3905802	26.22
146187	8434623	25.6717
19335	8412682	20.8817
1113437	4751839	20.6762
1051399	69813	26.2324
1030303	8726437	28.1954
1037496	4187307	25.7715
1043135	650642	28.7874
1106979	2306620	21.7318
1071750	3928913	27.9252
1064670	8680897	25.2601
1105792	8201619	22.7082
1109707	7241557	23.9474
1113256	7561111	30.097
1108651	8175412	25.1733
1110678	741943	24.2466
1122767	6179209	26.0438
1116380	8100546	24.462
1131069	8432050	27.5708
1132532	7543160	23.2213
1115210	8111878	20.1852
1133579	1817055	27.2247
1121353	8053109	22.9165
1127540	8726958	22.6932
1136047	8724031	24.1493
1136962	8336574	30.3191
1136043	8728076	23.6752
121171	259436	23.278
118440	1569786	23.8345
141630	6530476	23.8821
169208	4859433	26.9078
156498	4273410	28.6011
135802	8692628	23.4368
258062	4595795	27.0664
23849	8010561	22.0331
330975	6310762	28.0163
336901	8528675	26.7125
174463	8304456	23.6443
324585	8290314	29.1263
405163	6945011	24.549
42255	8746197	30.1854
332593	8434871	25.7594
47210	2546005	31.6831
583468	1675564	22.2323
555530	6078228	24.8211
640502	418508	21.2204
67316	6680964	27.751
701453	688614	23.3119
390360	8630614	20.8807
730539	2666444	25.7428
877809	4888929	29.116
914916	3573852	21.5144
768208	52157	23.7259
911232	6928655	22.8035
997622	4518222	25.6334
940547	4800890	26.7711
938400	7004406	25.703
673670	8632360	20.5736
