19335	2304005	26.53351593017578
47923	618556	25.36894416809082
87181	6484576	26.937829971313477
87452	186939	25.336942672729492
104861	2497738	25.097579956054688
130510	8612910	27.604463577270508
131843	8305152	28.22250747680664
146187	8434623	25.55508804321289
148538	8283532	27.091350555419922
156493	3288601	27.068830490112305
168216	3830857	27.114503860473633
182539	57443	26.23967170715332
183378	7449748	27.099515914916992
207786	8273762	26.199026107788086
264014	3338827	27.765859603881836
359349	2826510	26.01712989807129
405717	8433854	26.071144104003906
443396	8536118	26.088878631591797
451602	5179251	23.469036102294922
489204	1778458	23.707630157470703
490595	805051	24.66276741027832
527433	8617271	27.288738250732422
573724	6776717	28.967178344726562
833860	8344031	27.13638687133789
855410	8651771	23.618099212646484
915593	82107	28.09745216369629
962179	5653659	28.268211364746094
1037798	8760871	25.21518898010254
1063750	1923500	16.200366973876953
1103812	8220086	25.37936019897461
1106007	1334336	27.959287643432617
1110199	1901879	25.088411331176758
1112341	8139257	25.393306732177734
1113437	2001934	22.34002685546875
1114646	5279567	24.36294174194336
1114819	988373	26.579936981201172
1115776	8106321	26.36386489868164
1117099	6122722	26.932071685791016
1121402	8052624	25.374170303344727
1121709	8049583	26.875316619873047
1124210	2728448	24.061630249023438
1129237	8588226	28.207489013671875
1133167	4922619	28.037925720214844
23849	8010558	24.229862213134766
42255	8746197	28.072505950927734
47210	2546005	28.645343780517578
67316	6680964	24.152711868286133
118440	1569787	27.236465454101562
121171	259436	26.579137802124023
135802	8692626	29.09878921508789
141630	3500851	26.50446128845215
156498	104801	24.201181411743164
169208	4859433	26.883834838867188
174463	8304456	26.35595703125
258062	4595794	28.086843490600586
324585	8290309	26.131446838378906
330975	6693239	27.217788696289062
332593	6514781	24.85922622680664
336901	8528675	26.814865112304688
390360	8630611	26.482006072998047
405163	306987	23.000709533691406
555530	6078228	27.923786163330078
583468	1675562	25.714710235595703
640502	2808569	26.989131927490234
673670	8632360	28.731307983398438
701453	688614	28.50722885131836
730539	2666444	26.165023803710938
768208	52157	26.63467788696289
877809	1550610	25.19232177734375
911232	8816622	21.993345260620117
914916	8772525	22.244096755981445
938400	8678066	24.619762420654297
940547	4696640	26.278335571289062
997622	4518222	26.7985897064209
1030303	8726437	27.31544303894043
1037496	4760912	23.380319595336914
1043135	8696961	24.739511489868164
1051399	69818	24.63431739807129
1064670	8680904	28.66830062866211
1071750	3575934	24.734176635742188
1105792	8201611	28.69736099243164
1106979	3290651	25.610580444335938
1108651	8175412	26.906864166259766
1109707	4370753	25.235347747802734
1110678	741943	23.89266586303711
1113256	7561120	26.818424224853516
1115210	8111878	25.244461059570312
1116380	8100546	24.755613327026367
1121353	8053117	21.676692962646484
1122767	6179209	24.559814453125
1127540	8726961	27.92613983154297
1131069	8432050	25.97118377685547
1132532	1976995	22.98512077331543
1133579	1817055	23.63665008544922
1136043	8728076	28.105243682861328
1136047	8724032	27.97647476196289
1136962	8336574	26.75079345703125
