19335	8412684	32.25045041042719
47923	5032362	72.9230538438645
87181	5197135	53.718549520706304
87452	8819111	31.898858581087914
104861	459676	40.681494382039105
130510	1494936	41.16623959273336
131843	8305152	37.377068371555644
146187	8434623	65.21679472976926
148538	985491	44.792868807909215
156493	8182161	31.156443797335484
168216	3344828	67.59011457152971
182539	57444	41.73079963098912
183378	8794302	28.58001497802455
207786	8273763	34.676899813216494
264014	6337909	40.9636252642563
359349	576629	54.48087759603072
405717	6654655	54.41846964373696
443396	8079046	27.964371798443313
451602	2176453	37.61017349092254
489204	1479542	38.21387410975367
490595	7839904	36.948676898497915
527433	8617271	51.41721557465528
573724	2417985	30.60743180420371
833860	3437288	31.084386728096213
855410	8651775	25.624200928338247
915593	6923052	60.651167112487286
962179	8689054	38.47174785736978
1037798	8760867	30.52223599135108
1063750	4788295	30.340022354623155
1103812	8220086	36.16975393105704
1106007	1334335	28.322220712038327
1110199	3838645	36.36191729441825
1112341	8139256	31.606587218971974
1113437	8128798	29.356635532049197
1114646	8117093	27.466796331183957
1114819	988373	44.82950017686196
1115776	8106324	45.678899926125894
1117099	8093931	26.159181666706008
1121402	8052622	46.92974651598839
1121709	3928432	12.180420909027559
1124210	2258595	29.07329404862715
1129237	128984	32.94926010900671
1133167	5674622	33.29718125375521
23849	2647769	27.730886392195877
42255	8746197	59.982335184532076
47210	2546005	51.64044251275977
67316	6680964	49.84009091234602
118440	1445681	34.515230168111714
121171	8260192	31.866847630304495
135802	8692623	37.19281935631059
141630	5607938	40.069542384489594
156498	5606985	44.1541888326341
169208	4859433	38.11081390961486
174463	8304458	31.57160900373061
258062	8694161	51.70231431012475
324585	7941125	37.21978631869336
330975	3297860	47.944311991798926
332593	8434873	57.31664648386291
336901	8130980	46.43293282683951
390360	604111	41.98596247679849
405163	7622492	29.43815971173555
555530	7475084	39.33965554331378
583468	1675568	26.97946439693107
640502	6730887	33.70598687977793
673670	7257303	27.046638063917648
701453	4330679	37.063731716039584
730539	8577877	39.77854244890153
768208	52155	31.74040802580744
877809	35109	40.5283366588507
911232	8816622	59.48645822014792
914916	8129165	30.73906220684291
938400	3088754	31.41295842766123
940547	2625173	33.70185407573599
997622	73465	36.92400051923563
1030303	8726436	54.354218187893565
1037496	7766587	36.10284292289735
1043135	8696952	49.2502142285843
1051399	2845499	49.27569242487125
1064670	8680901	48.44851677532251
1071750	8698268	70.37404360591505
1105792	8201618	34.819506798529275
1106979	8190137	48.10454348157067
1108651	8175412	31.78160338715615
1109707	1911564	48.356533470954815
1110678	8155914	37.08220801720414
1113256	7561115	76.86544979246943
1115210	8111887	42.398410435928994
1116380	5104772	28.809932694475354
1121353	8053113	46.146934484371045
1122767	5877500	44.09910364194574
1127540	8726956	31.802593277086192
1131069	8432050	46.934998408956716
1132532	23966	38.94695172803165
1133579	4931644	32.86091299471014
1136043	8728071	45.24392979765567
1136047	8724032	49.13785922130323
1136962	6185711	39.1600957232331
