19335	0.028668193146586418
47923	0.01676742359995842
87181	0.36665019392967224
87452	0.26890209317207336
104861	0.03173857554793358
130510	0.3354530334472656
131843	0.5363612771034241
146187	0.5007073879241943
148538	0.0637735053896904
156493	0.15959036350250244
168216	0.33102619647979736
182539	0.20380628108978271
183378	0.04750671982765198
207786	0.8688535094261169
264014	0.0024475036188960075
359349	0.44660302996635437
405717	0.4854051172733307
443396	0.19315555691719055
451602	0.1051344946026802
489204	0.04195382073521614
490595	0.20297087728977203
527433	0.9963688850402832
573724	0.6193608641624451
833860	0.22447563707828522
855410	0.21175263822078705
915593	0.12695494294166565
962179	0.0015293894102796912
1037798	0.057222381234169006
1063750	0.11349492520093918
1103812	0.11253076791763306
1106007	0.09041459113359451
1110199	0.17207475006580353
1112341	0.1282438188791275
1113437	0.001348183024674654
1114646	0.34371522068977356
1114819	0.1381998062133789
1115776	0.48282331228256226
1117099	0.014700821600854397
1121402	0.45872244238853455
1121709	0.8634095788002014
1124210	0.020611606538295746
1129237	0.060106538236141205
1133167	0.0033469332847744226
