156493	8182159	27.6748
1110199	3838638	24.5933
130510	8612903	24.6821
1063750	4337526	21.2363
489204	4586570	19.5053
1133167	4498474	26.7828
168216	3830857	29.1845
1037798	3620986	26.1985
264014	4834547	27.3479
527433	8617271	27.1862
915593	3538160	26.0744
573724	6776717	28.6118
962179	5653659	28.5388
148538	231455	23.3207
359349	3223833	25.5097
1117099	6122722	22.674
1121402	8052624	26.8637
1115776	8106321	21.8794
1112341	8139258	23.0648
104861	1046339	23.2185
451602	5179251	22.1691
207786	8273754	26.1091
833860	6230227	25.089
1114819	8022280	25.1041
183378	1289497	20.741
131843	8305152	23.4006
1124210	546158	20.6358
1106007	2960563	24.8929
87181	8332546	26.9311
490595	4842889	22.9963
1103812	8220085	25.336
87452	8819116	22.2601
1121709	8049583	26.877
855410	8651771	18.928
1114646	8117090	23.1349
443396	8536118	21.8553
405717	8433854	31.1588
182539	57443	26.3868
47923	4297620	23.6238
1129237	3905802	26.22
146187	8434623	25.6717
19335	8412682	20.8817
1113437	4751839	20.6762
