19335	8412684	32.25045041042719
47923	5032362	72.9230538438645
87181	5197135	53.718549520706304
87452	8819111	31.898858581087914
104861	459676	40.681494382039105
130510	1494936	41.16623959273336
131843	8305152	37.377068371555644
146187	8434623	65.21679472976926
148538	985491	44.792868807909215
156493	8182161	31.156443797335484
168216	3344828	67.59011457152971
182539	57444	41.73079963098912
183378	8794302	28.58001497802455
207786	8273763	34.676899813216494
264014	6337909	40.9636252642563
359349	576629	54.48087759603072
405717	6654655	54.41846964373696
443396	8079046	27.964371798443313
451602	2176453	37.61017349092254
489204	1479542	38.21387410975367
490595	7839904	36.948676898497915
527433	8617271	51.41721557465528
573724	2417985	30.60743180420371
833860	3437288	31.084386728096213
855410	8651775	25.624200928338247
915593	6923052	60.651167112487286
962179	8689054	38.47174785736978
1037798	8760867	30.52223599135108
1063750	4788295	30.340022354623155
1103812	8220086	36.16975393105704
1106007	1334335	28.322220712038327
1110199	3838645	36.36191729441825
1112341	8139256	31.606587218971974
1113437	8128798	29.356635532049197
1114646	8117093	27.466796331183957
1114819	988373	44.82950017686196
1115776	8106324	45.678899926125894
1117099	8093931	26.159181666706008
1121402	8052622	46.92974651598839
1121709	3928432	12.180420909027559
1124210	2258595	29.07329404862715
1129237	128984	32.94926010900671
1133167	5674622	33.29718125375521
